CustomerID,Recency,Frequency,Monetary,Segment
13709,4,13,6328.05,1
13710,32,1,180.48,3
13711,219,2,252.06,2
13712,247,1,228.84,2
13715,281,5,1079.34,0
13716,269,1,138.28,2
13717,32,6,1445.01,0
13718,246,2,306.55,2
13719,15,5,1041.68,0
13720,117,4,799.9,0
13721,36,1,524.14,3
13722,132,3,2375.41,0
13723,217,1,199.85000000000002,2
13725,50,8,1980.56,0
13726,39,2,1079.6599999999999,0
13727,29,2,333.48,3
13728,37,6,1016.14,0
13730,136,2,752.6,2
13731,219,2,610.59,2
13732,28,1,491.86,3
13735,25,4,2885.2400000000002,0
13736,5,2,731.9,3
13737,200,1,339.59999999999997,2
13739,18,1,216.9,3
13740,241,1,350.75,2
13741,72,3,668.4300000000001,0
13742,17,12,3131.02,1
13743,3,7,1341.6,1
13744,95,2,1156.36,0
13745,162,1,300.04,2
13747,374,1,79.6,2
13748,96,5,948.25,0
13750,54,5,1647.26,0
13751,288,1,296.25,2
13752,124,6,1186.28,0
13753,288,1,741.26,2
13754,152,2,282.59999999999997,2
13755,4,9,2161.35,1
13756,2,14,5189.52,1
13758,12,7,3190.55,1
13759,33,2,659.4100000000001,3
13760,54,2,286.79,2
13761,50,2,1070.65,0
13762,219,1,306.72,2
13763,63,1,1714.96,0
13764,71,3,1518.76,0
13767,2,37,17220.36,1
13769,2,10,2796.51,1
13771,64,4,2634.45,0
13772,34,3,1132.13,0
13774,82,1,345.0,2
13777,1,33,25977.16,1
13778,103,1,178.7,2
13780,7,2,360.01,3
13781,251,1,127.84,2
13782,13,6,912.0,0
13784,10,11,2462.79,1
13786,367,1,230.39999999999998,2
13787,76,2,309.04,2
13790,4,1,348.8,3
13791,128,2,1516.0,0
13792,66,2,195.55,2
13798,1,57,37153.85,1
13799,117,2,688.86,2
13800,310,1,558.32,2
13801,67,1,324.8,2
13802,139,3,4599.42,0
13803,255,1,277.07,2
13804,31,7,2635.79,0
13805,52,2,924.6,0
13806,64,1,256.38,2
13807,367,1,112.6,2
13808,6,5,1747.66,1
13809,305,1,155.05,2
13810,29,2,827.51,3
13811,184,2,519.75,2
13812,42,3,485.0,0
13813,40,4,1168.8600000000001,0
13814,92,2,1579.12,0
13815,22,4,3667.36,0
13816,24,2,459.72,3
13817,29,2,328.98,3
13819,302,3,1140.35,0
13821,145,2,385.64,2
13822,6,2,632.0,3
13823,19,2,957.66,3
13824,33,5,1698.94,0
13826,176,1,189.5,2
13827,58,3,412.05,0
13828,22,1,209.49,3
13831,16,6,2202.99,1
13832,19,1,52.199999999999996,3
13833,159,1,384.8,2
13835,25,4,834.57,0
13837,212,2,271.24,2
13838,6,4,691.73,3
13841,253,1,85.0,2
13842,59,9,3385.62,0
13844,11,1,361.62,3
13845,65,1,312.98,2
13846,25,3,865.0600000000001,0
13848,298,1,135.0,2
13849,52,2,1537.95,0
13850,129,1,1595.48,0
13851,96,3,2651.46,0
13853,57,1,1090.14,0
13854,9,25,8109.5199999999995,1
13856,169,3,388.5,2
13858,57,1,216.17,2
13859,326,1,201.16,2
13860,1,5,1245.9,1
13862,18,8,2209.36,1
13863,248,1,305.78,2
13865,58,4,501.56,0
13866,74,1,145.67000000000002,2
13867,31,3,1015.29,0
13868,39,1,507.54,3
13869,123,4,3104.95,0
13870,2,8,2770.94,1
13871,23,13,6403.25,1
13873,120,3,389.6,2
13874,358,1,361.7,2
13875,54,5,1786.79,0
13876,64,1,122.7,2
13877,86,1,117.24,2
13878,55,1,1281.53,0
13880,21,13,3219.77,1
13881,4,20,17159.52,1
13882,3,5,1191.13,1
13883,11,5,2674.48,1
13884,7,5,787.6,3
13885,189,2,506.8,2
13886,71,1,243.56,2
13887,204,1,349.55,2
13888,120,2,605.63,2
13889,93,1,416.90000000000003,2
13890,1,10,1883.8100000000002,1
13892,27,4,632.97,0
13893,298,1,821.1,2
13894,24,3,564.62,3
13895,28,4,2593.07,0
13897,50,1,311.16,2
13898,326,1,155.93,2
13899,16,2,388.52,3
13900,183,3,740.95,0
13901,72,5,2807.25,0
13904,37,2,332.64,3
13908,80,4,2319.55,0
13911,57,9,2580.91,0
13914,12,2,626.45,3
13917,50,2,272.04,2
13918,50,2,1212.8400000000001,0
13919,59,2,348.81,2
13922,352,1,172.25,2
13923,54,1,351.13,2
13924,2,6,1838.8500000000001,1
13925,93,4,678.25,0
13926,23,1,183.9,3
13927,75,1,348.99,2
13928,11,4,464.57,3
13929,169,2,842.65,2
13930,58,2,337.34,2
13931,96,2,1237.53,0
13932,295,1,307.4,2
13933,109,2,608.7900000000001,2
13934,264,1,922.1,2
13936,180,1,376.58,2
13937,169,1,158.85,2
13938,35,1,71.66,2
13939,23,3,568.55,3
13940,17,4,839.14,0
13941,22,5,4945.96,0
13946,79,3,561.5699999999999,0
13947,65,1,90.6,2
13948,361,1,102.0,2
13949,3,6,2427.32,1
13950,11,4,745.06,3
13951,176,3,674.45,0
13952,218,2,3251.071,0
13953,7,6,2765.68,1
13954,2,2,439.92,3
13955,154,2,322.96,2
13956,5,5,1026.42,3
13959,79,3,598.2,0
13960,21,2,230.22,3
13962,22,2,169.55,3
13963,308,4,664.54,0
13967,146,1,80.7,2
13969,7,18,8758.99,1
13971,19,8,2758.26,1
13972,71,2,190.25,2
13973,287,1,264.7,2
13974,49,1,413.59000000000003,2
13975,31,6,2526.28,0
13976,207,1,357.98,2
13978,15,2,196.79000000000002,3
13979,73,1,869.87,2
13980,60,1,200.14,2
13982,39,4,1871.81,0
13983,30,10,1733.43,1
13984,27,5,920.51,0
13985,4,15,7060.13,1
13986,17,1,320.46,3
13988,20,6,4076.06,1
13989,66,2,1266.08,0
13990,213,1,311.3,2
13991,12,6,854.97,0
13992,30,1,76.8,2
13993,43,9,3326.56,1
13994,4,6,2313.14,1
13995,15,5,1393.69,0
13999,10,12,3901.81,1
14000,211,1,635.66,2
14001,46,3,2043.0800000000002,0
14002,134,2,529.73,2
14004,43,7,4582.64,0
14005,10,5,2874.72,1
14006,116,3,962.19,0
14009,198,2,695.61,2
14012,278,1,328.8,2
14013,110,3,473.02,2
14014,77,1,505.18,2
14015,53,1,917.34,3
14016,162,4,4226.21,0
14019,47,3,1421.61,0
14020,17,2,642.8,3
14021,155,3,631.9,0
14022,225,1,440.0,2
14023,7,2,584.07,3
14024,122,2,327.7,2
14027,61,1,104.82,2
14029,63,2,467.66,2
14030,18,8,1905.09,1
14031,7,19,17286.86,1
14032,2,11,2975.59,1
14034,22,3,651.8199999999999,3
14035,29,5,1428.02,0
14036,285,1,626.65,2
14037,176,2,147.20000000000002,2
14038,78,3,1560.38,0
14039,33,1,152.2,3
14040,41,12,3614.92,1
14041,266,1,141.41,2
14044,27,4,602.87,0
14045,109,4,1659.75,0
14046,284,1,151.59,2
14047,9,5,1308.6100000000001,0
14048,305,1,409.93,2
14049,17,4,5580.7699999999995,0
14050,32,2,746.36,3
14051,1,23,15610.390000000001,1
14052,20,1,225.36,3
14053,124,2,260.25,2
14054,65,1,92.46,2
14055,106,1,725.6400000000001,2
14056,1,23,8214.65,1
14057,24,17,6217.96,1
14059,267,1,183.6,2
14060,5,19,6140.42,1
14062,10,12,10378.45,1
14064,29,5,1042.7,0
14066,267,1,152.55,2
14067,64,2,374.7,2
14068,320,1,265.85,2
14071,4,8,1424.0,1
14073,32,1,151.04,3
14075,5,3,942.26,3
14076,129,1,122.47,2
14077,41,5,499.41999999999996,0
14078,102,6,1049.37,0
14079,125,1,375.1,2
14080,33,1,45.599999999999994,2
14081,302,2,934.52,2
14082,365,1,182.25,2
14083,4,9,1018.43,1
14085,2,18,4448.54,1
14087,3,1,194.42,3
14088,10,13,49702.81,1
14089,57,1,161.0,2
14090,325,1,76.32000000000001,2
14092,8,14,4076.91,1
14093,12,1,442.85,3
14096,4,17,53158.56,1
14098,37,1,147.35,2
14099,16,11,3104.17,1
14100,138,1,194.9,2
14101,74,6,5112.79,0
14102,5,5,1360.28,1
14104,155,2,131.21,2
14105,239,1,1266.23,2
14107,52,7,2703.23,0
14108,31,2,597.91,3
14109,73,1,144.2,2
14110,4,12,5683.15,1
14111,14,4,692.85,3
14112,23,7,2915.15,1
14113,4,4,1840.42,1
14114,274,2,386.53,2
14116,20,5,1382.74,0
14117,144,1,90.0,2
14121,4,4,2780.15,1
14124,84,1,419.58000000000004,2
14125,11,3,2740.43,0
14126,8,3,706.1300000000001,3
14127,123,3,709.71,0
14128,61,2,637.5,0
14129,2,5,1123.8600000000001,1
14130,319,1,483.86,2
14132,2,11,3586.0299999999997,1
14133,130,3,569.6899999999999,0
14135,2,15,4546.31,1
14138,2,2,982.3800000000001,3
14139,46,1,415.82,2
14140,4,2,935.05,3
14141,3,4,915.13,3
14142,373,1,311.81,2
14143,134,1,115.8,2
14145,47,4,3742.2,0
14146,9,5,4191.0,1
14147,78,2,483.4,2
14148,234,1,157.2,2
14149,221,1,446.62,2
14150,36,2,658.64,3
14152,75,2,621.29,0
14154,239,2,1150.62,2
14155,266,1,118.75,2
14156,10,53,115187.33,1
14157,20,2,432.88,3
14158,40,1,507.66,3
14159,20,11,4690.64,1
14161,216,3,1110.52,0
14162,174,2,289.36,2
14163,87,4,2445.91,0
14164,71,2,1631.77,0
14165,276,1,122.53999999999999,2
14167,39,4,574.84,0
14171,98,1,363.79,2
14173,11,4,450.84,3
14174,33,1,134.46,3
14175,60,3,3222.3,0
14176,297,4,576.9000000000001,2
14177,86,4,559.41,0
14178,9,7,1600.93,1
14179,41,2,719.78,0
14180,11,25,4543.57,1
14184,67,1,452.89,2
14185,331,1,32.65,2
14188,31,6,2054.36,0
14189,2,15,4654.08,1
14191,2,13,4684.76,1
14193,68,2,853.39,0
14194,5,21,11349.52,1
14195,202,2,1012.0,2
14196,107,1,335.52,2
14198,18,4,701.4,3
14199,218,1,185.39999999999998,2
14201,60,7,747.44,0
14204,2,1,161.03,3
14205,17,2,466.7,3
14206,239,1,328.15999999999997,2
14208,95,1,151.74,2
14209,11,6,2073.43,1
14210,106,6,1905.8400000000001,0
14211,53,9,2241.1,0
14212,90,1,1070.48,2
14214,31,5,1004.38,0
14215,12,6,1789.72,1
14216,3,4,1839.3,1
14217,2,17,2004.98,1
14218,43,1,169.48000000000002,2
14219,4,1,89.94,3
14220,247,2,632.4,2
14221,42,9,3432.8,1
14222,177,1,683.17,2
14223,92,3,991.13,0
14224,110,4,1050.12,0
14226,29,5,2232.19,0
14227,26,10,3350.96,1
14229,52,3,1547.2,0
14231,184,3,845.8100000000001,0
14232,43,5,2048.07,0
14233,49,4,1462.72,0
14234,22,4,775.46,0
14235,75,5,3144.86,0
14236,81,2,490.86,2
14237,373,1,161.0,2
14238,326,1,146.85,2
14239,43,11,2380.85,1
14240,30,2,890.34,3
14241,184,1,213.70000000000002,2
14242,235,2,280.55,2
14243,9,10,2588.77,1
14245,220,2,1693.45,0
14246,111,3,1474.06,0
14247,278,1,136.76999999999998,2
14248,318,1,302.58,2
14250,7,3,1904.05,3
14251,2,5,2879.7000000000003,1
14256,260,2,969.0600000000001,2
14257,64,5,3063.77,0
14258,9,9,12165.98,1
14259,142,1,120.0,2
14261,51,2,1163.45,0
14262,8,8,2618.23,1
14264,155,2,333.97,2
14265,109,2,530.18,2
14267,163,3,1516.24,0
14270,332,1,492.65000000000003,2
14271,226,1,112.32,2
14272,74,2,437.96,2
14273,51,4,559.97,0
14276,99,3,1119.74,0
14277,15,3,4180.2,0
14280,197,1,134.04,2
14282,3,15,3729.34,1
14284,31,2,595.25,3
14285,21,4,1910.01,0
14286,24,3,4628.75,0
14287,8,3,176.63,3
14288,213,1,426.6,2
14289,9,6,911.26,0
14290,11,5,2274.7000000000003,1
14291,2,11,3883.25,1
14292,8,9,4871.93,1
14293,3,4,1046.56,3
14295,40,1,166.20000000000002,2
14297,18,4,1305.33,0
14298,8,43,51149.3,1
14299,8,9,3965.62,1
14300,19,1,43.2,3
14301,117,1,640.14,2
14304,223,1,383.45,2
14305,71,3,1858.96,0
14306,51,2,2093.32,0
14307,89,6,2995.72,0
14309,8,9,2352.53,1
14311,243,1,310.26,2
14312,47,6,1611.59,0
14314,107,1,120.0,2
14315,45,6,2481.13,0
14317,65,1,508.58000000000004,2
14320,207,2,477.79,2
14321,11,5,1530.75,0
14323,115,2,605.0600000000001,2
14326,242,1,183.85,2
14327,163,1,311.65,2
14329,17,7,5014.84,1
14331,124,2,462.65999999999997,2
14332,23,3,866.31,0
14333,68,1,415.2,2
14334,17,8,2552.21,1
14335,16,2,468.26,3
14336,17,4,1614.91,0
14338,161,2,588.22,2
14339,243,1,309.52,2
14340,219,1,134.7,2
14341,45,8,2182.28,0
14342,21,4,668.5600000000001,0
14344,127,8,849.98,0
14345,39,1,108.97999999999999,2
14346,121,2,936.58,0
14348,260,1,409.57,2
14349,10,1,133.5,3
14350,274,1,282.93,2
14351,165,1,51.0,2
14352,157,4,1078.96,0
14353,215,1,90.6,2
14354,6,2,163.62,3
14355,366,1,174.4,2
14356,80,2,701.23,0
14357,43,1,225.77,2
14359,19,3,912.18,3
14360,32,4,2128.23,0
14362,22,1,161.2,3
14364,109,8,3717.35,0
14367,8,16,9261.52,1
14368,320,1,155.0,2
14371,295,1,100.5,2
14373,358,1,76.55,2
14375,185,1,257.68,2
14377,191,2,581.1,2
14379,44,2,348.1,3
14381,52,1,202.68,2
14382,26,1,626.0699999999999,3
14383,38,3,1247.69,0
14385,9,3,202.11,3
14386,297,1,142.4,2
14387,33,3,1770.56,0
14388,10,8,3212.84,1
14389,65,2,1043.46,0
14390,10,9,4612.87,1
14393,218,1,67.95,2
14395,2,9,3507.71,1
14396,65,2,487.99,2
14397,3,19,2612.96,1
14400,149,1,574.7,2
14401,4,13,4051.48,1
14403,130,4,1475.81,0
14404,34,6,1474.32,0
14406,119,1,156.75,2
14407,107,5,2142.73,0
14408,11,7,2606.53,1
14409,71,6,2023.5,0
14410,92,9,1104.07,0
14411,311,1,1063.0,2
14412,43,2,770.03,0
14413,362,1,122.7,2
14414,92,7,1496.98,0
14415,1,13,5900.28,1
14416,22,2,490.22,3
14418,4,3,1897.3,3
14419,11,6,1058.06,0
14420,99,1,387.52,2
14421,57,2,813.11,0
14422,1,6,4263.64,1
14423,218,1,265.2,2
14424,18,1,322.08,3
14426,24,10,4481.67,1
14427,50,2,363.34000000000003,3
14428,7,5,1244.83,1
14431,303,1,470.36,2
14432,10,6,2255.51,1
14434,22,6,1372.8,0
14436,99,1,89.06,2
14437,366,1,63.0,2
14438,306,1,131.9,2
14439,320,1,2661.24,0
14440,8,5,2357.6800000000003,1
14441,1,4,1712.89,1
14442,205,2,1589.82,0
14443,54,4,1384.25,0
14446,1,4,1034.78,3
14447,19,5,1163.23,0
14448,9,2,375.35,3
14449,19,4,907.1,0
14450,181,3,483.25,2
14451,60,2,662.59,0
14452,11,2,264.44,3
14453,190,1,119.93,2
14456,5,9,3059.44,1
14457,311,1,113.64,2
14459,155,1,1837.92,0
14460,110,3,434.34,2
14461,148,3,2102.67,0
14462,66,11,1999.02,0
14463,98,3,529.62,0
14465,247,3,1058.6200000000001,0
14466,29,7,2272.4,0
14467,18,4,598.76,3
14470,12,2,461.19,3
14472,104,8,1936.84,0
14473,74,2,234.34000000000003,2
14474,46,1,547.66,3
14475,72,3,925.85,0
14476,257,1,215.7,2
14477,20,4,1309.6,0
14479,254,2,316.25,2
14480,11,1,279.05,3
14481,165,2,636.51,2
14482,18,6,2068.15,0
14483,282,1,137.1,2
14484,50,1,321.92,2
14485,39,1,165.75,2
14487,27,6,1196.33,0
14488,68,1,1064.28,2
14489,207,1,463.38,2
14491,175,2,340.93,2
14493,7,5,2343.29,1
14494,26,1,139.56,3
14495,51,2,123.8,2
14496,312,2,538.8100000000001,2
14497,309,1,475.37,2
14498,43,5,1787.32,0
14499,26,3,815.32,0
14500,88,3,356.85,2
14501,184,2,251.21,2
14502,20,11,2467.63,1
14503,3,6,3543.26,1
14504,47,4,673.26,0
14505,17,8,5855.69,1
14506,17,5,2012.17,0
14507,24,6,1383.18,0
14508,22,2,276.42,3
14511,11,5,1314.81,0
14512,188,2,275.28,2
14513,101,3,455.59000000000003,2
14514,61,3,1055.35,0
14515,18,6,2102.09,0
14517,33,2,330.45,3
14518,64,1,174.37,2
14520,2,2,270.6,3
14522,24,4,974.54,0
14523,108,1,241.09,2
14524,32,9,1782.68,0
14525,20,9,4332.2,1
14527,3,55,8507.82,1
14528,37,1,364.21999999999997,3
14529,60,3,620.04,0
14530,26,6,2925.91,0
14532,236,4,932.85,0
14533,25,7,1865.72,0
14534,3,18,4445.4,1
14535,60,3,2864.19,0
14536,260,1,171.8,2
14537,58,1,355.56,2
14538,65,2,388.25,2
14539,16,2,537.48,3
14540,10,3,996.26,3
14541,59,8,1461.65,0
14542,186,1,103.25,2
14543,29,16,3590.68,1
14544,24,2,2024.45,0
14546,5,5,2578.09,1
14547,4,8,4007.54,1
14548,151,2,652.8,2
14549,311,1,289.24,2
14550,11,2,765.62,3
14551,18,2,186.23,3
14552,152,1,165.07,2
14553,19,5,694.27,0
14554,10,4,2381.04,0
14555,57,2,324.14,2
14557,85,1,788.38,2
14560,7,22,2237.77,1
14561,76,3,1080.76,0
14562,4,18,4994.87,1
14565,96,4,2949.12,0
14566,111,1,1432.0,0
14567,57,2,1530.3600000000001,0
14569,1,1,227.39,3
14570,281,2,217.21,2
14572,3,7,2832.84,1
14573,180,9,1653.42,0
14576,372,1,35.400000000000006,2
14577,13,4,859.71,3
14578,3,1,168.63,3
14581,17,1,138.6,3
14582,41,1,114.11,2
14583,6,5,1052.55,3
14584,169,4,1042.26,0
14585,50,1,157.05,2
14586,277,1,237.36,2
14587,19,9,1601.14,1
14589,372,1,39.75,2
14591,15,4,1447.14,0
14592,35,3,570.46,0
14593,22,3,617.99,3
14594,7,2,379.83,3
14595,20,6,1740.6,0
14597,11,2,883.15,3
14598,44,1,221.97,2
14600,306,1,393.33000000000004,2
14601,11,1,213.96,3
14603,275,1,660.0,2
14606,1,90,11841.75,1
14607,16,11,12371.9,1
14608,4,4,1785.15,1
14616,243,3,406.08000000000004,2
14618,9,3,553.44,3
14619,246,1,394.44,2
14620,206,2,412.78000000000003,2
14621,1,5,1788.3600000000001,1
14622,185,1,320.58000000000004,2
14623,32,5,884.57,0
14624,57,2,225.85,2
14625,196,2,899.63,2
14626,24,4,2751.32,0
14628,91,2,671.96,2
14629,4,2,959.01,3
14631,51,3,1006.98,0
14632,263,1,114.56,2
14633,266,1,344.90000000000003,2
14636,36,2,609.85,3
14638,51,1,443.6,2
14639,52,6,2984.49,0
14640,24,6,2125.08,0
14641,22,1,110.46,3
14642,59,1,96.12,2
14643,170,2,693.8100000000001,2
14644,68,2,830.76,0
14645,157,2,557.14,2
14646,2,69,263972.26,1
14647,201,1,243.22,2
14649,5,4,1417.29,3
14651,67,2,654.6,0
14652,77,1,114.18,2
14653,1,7,1937.6,1
14655,8,4,1932.23,0
14656,169,2,291.05,2
14657,18,4,848.22,0
14658,5,2,207.2,3
14659,9,9,2529.93,1
14660,87,2,285.74,2
14661,27,1,107.95,3
14662,29,4,771.17,0
14664,20,2,637.89,3
14665,61,5,1835.7,0
14666,24,1,179.95,3
14667,11,25,9236.95,1
14669,242,3,1269.99,0
14670,280,2,411.53,2
14672,235,2,765.55,2
14673,3,5,1736.4,1
14675,16,1,604.75,3
14676,31,6,2548.2400000000002,0
14680,25,16,28754.11,1
14681,71,3,498.95,0
14682,188,2,52.0,2
14684,26,5,1236.28,0
14687,107,1,628.38,2
14688,8,21,5630.87,1
14689,209,1,112.8,2
14690,44,2,371.7,3
14691,31,5,2114.33,0
14692,137,4,591.55,0
14693,265,1,172.9,2
14696,4,7,2078.95,1
14697,218,2,188.60999999999999,2
14698,2,5,1250.76,1
14699,214,1,109.13000000000001,2
14700,32,3,2235.3,0
14701,11,9,2145.92,1
14702,1,17,3292.14,1
14703,15,1,318.17,3
14704,20,7,1514.57,0
14705,199,1,179.0,2
14708,3,3,1126.37,3
14709,15,13,4921.04,1
14710,14,4,606.13,3
14711,10,11,2213.8,1
14712,29,3,917.07,0
14713,9,11,2666.36,1
14714,24,1,160.19,3
14715,25,4,867.38,0
14716,43,2,329.68,3
14719,2,5,1602.13,1
14720,6,3,663.81,3
14722,147,1,187.92000000000002,2
14723,10,6,1156.6,1
14725,25,1,718.08,3
14727,274,1,268.58,2
14729,374,1,313.49,2
14730,1,8,2005.06,1
14731,47,3,380.02,3
14732,8,8,2702.4900000000002,1
14733,16,12,9585.91,1
14735,4,31,6050.69,1
14737,4,3,1164.55,3
14738,43,7,1314.45,0
14739,4,7,3902.28,1
14740,197,3,1448.21,0
14741,12,6,1400.34,0
14744,16,7,1099.98,0
14745,113,5,1220.26,0
14747,249,1,328.2,2
14748,29,5,1415.75,0
14752,44,1,389.64,2
14753,87,1,563.15,2
14754,45,2,638.05,3
14755,10,11,4970.33,1
14756,15,1,738.96,3
14757,75,1,420.5,2
14758,145,4,1484.06,0
14759,5,3,1625.97,3
14760,297,1,89.2,2
14761,59,2,255.9,2
14762,264,1,300.52,2
14764,47,1,278.3,2
14765,29,3,254.11,3
14766,8,6,2473.37,1
14768,17,2,192.60000000000002,3
14769,3,8,10637.15,1
14770,232,2,876.42,2
14772,112,1,139.26,2
14775,58,3,1011.9,0
14776,51,11,2538.3,1
14778,127,2,730.86,2
14779,281,3,346.2,2
14780,55,2,447.68,2
14782,320,1,200.10000000000002,2
14784,26,2,250.04000000000002,3
14785,10,2,77.4,3
14788,7,2,679.4399999999999,3
14789,29,1,197.64,3
14790,17,4,745.06,3
14792,64,1,6.2,2
14793,21,1,228.99,3
14794,3,7,1319.91,1
14795,166,1,131.45000000000002,2
14796,1,17,8020.93,1
14798,53,3,173.74,2
14799,51,1,157.7,2
14800,48,12,4339.74,1
14801,61,1,193.14,2
14803,162,3,845.55,0
14804,9,1,353.27,3
14805,15,4,554.65,3
14806,75,1,193.39000000000001,2
14808,40,7,2471.27,0
14810,41,11,2087.88,1
14813,370,2,155.43,2
14815,37,2,778.5,3
14816,197,1,21.85,2
14817,200,2,1010.34,2
14818,74,3,657.8,0
14819,64,2,272.07,2
14820,21,4,507.29,3
14821,367,1,48.800000000000004,2
14823,180,3,321.43,2
14824,10,4,1127.71,3
14825,4,12,2226.91,1
14828,197,3,1557.7600000000002,0
14829,29,4,697.55,0
14830,53,1,196.28,2
14834,18,6,1720.3,0
14836,10,3,102.44999999999999,3
14837,90,4,1649.5,0
14840,268,1,62.85,2
14841,53,6,3295.76,0
14842,44,4,2529.69,0
14844,64,4,3189.81,0
14847,149,1,309.4,2
14849,22,25,7930.54,1
14850,312,1,325.75,2
14851,23,2,511.35,3
14852,58,6,2836.69,0
14853,24,2,475.8,3
14854,78,7,2679.93,0
14855,119,2,645.65,2
14856,36,3,1311.3799999999999,0
14857,60,2,1173.12,0
14859,13,4,1353.74,0
14860,19,1,170.32,3
14861,52,1,125.79,2
14862,26,2,841.1999999999999,3
14863,29,1,266.76,3
14865,7,2,52.2,3
14866,11,11,14353.4,1
14867,186,3,710.28,0
14868,3,8,2953.59,1
14869,9,2,725.7,3
14870,262,1,327.25,2
14871,3,4,522.38,3
14873,210,1,519.68,2
14875,108,2,1325.52,0
14878,13,9,1485.54,1
14880,77,3,706.19,0
14881,20,1,255.4,3
14882,27,2,589.7,3
14883,19,6,761.59,0
14885,132,1,765.3199999999999,2
14886,253,1,364.8,2
14887,79,1,1862.0,0
14888,207,1,369.2,2
14889,336,1,135.9,2
14890,254,1,125.65,2
14891,148,2,554.38,2
14893,10,2,1237.8500000000001,3
14894,85,1,655.75,2
14895,8,20,11102.76,1
14896,205,2,468.77000000000004,2
14897,8,4,1366.38,3
14898,23,6,1267.57,0
14901,11,9,1421.29,1
14902,26,1,332.66,3
14903,21,5,2810.63,0
14904,2,2,1025.44,3
14905,158,2,616.15,2
14907,3,7,3501.1,1
14908,74,1,277.8,2
14910,3,4,434.35,3
14911,1,198,135773.37,1
14912,17,2,867.85,3
14913,36,4,1227.43,0
14915,91,2,307.48,2
14916,71,4,1268.98,0
14918,116,2,1610.15,0
14920,213,2,977.77,2
14921,30,2,1316.07,0
14923,51,1,749.1,3
14924,246,1,185.05,2
14929,32,1,223.88,3
14930,109,3,2372.86,0
14931,5,4,864.6800000000001,3
14932,366,1,313.53,2
14934,82,2,1890.94,0
14935,297,1,1784.71,2
14936,34,8,8137.02,1
14937,57,3,1621.88,0
14944,30,12,5900.25,1
14946,14,1,100.9,3
14947,72,2,290.82,2
14948,23,6,1101.97,0
14950,19,1,371.2,3
14951,79,1,311.69,2
14952,60,11,8099.49,1
14953,25,1,289.82,3
14954,12,1,336.17,3
14957,253,1,58.49,2
14958,147,3,499.68,2
14959,64,4,695.42,0
14960,8,2,221.27,3
14961,11,9,7044.68,1
14962,271,1,126.7,2
14963,10,5,1487.8,0
14964,247,1,206.21,2
14965,96,2,599.0,2
14966,15,1,191.32,3
14967,50,1,463.8,2
14968,30,1,147.59,3
14970,68,4,1592.06,0
14971,35,3,1116.57,0
14972,128,1,114.77,2
14973,107,3,564.45,0
14974,37,1,114.39,2
14975,57,1,279.94,2
14976,57,6,774.86,0
14978,72,5,1931.42,0
14981,246,1,102.12,2
14984,19,2,213.27,3
14985,198,2,296.75,2
14987,16,2,326.4,3
14988,212,1,334.54,2
14995,39,2,233.23000000000002,3
14997,46,3,546.1999999999999,0
14998,170,2,429.87,2
15000,48,1,490.52,2
15002,116,4,1641.76,0
15004,147,1,1245.93,2
15005,16,28,6314.87,1
15006,51,1,497.14,2
15007,159,1,156.91,2
15009,12,3,1261.78,3
15010,36,1,308.94,3
15012,54,2,423.04,2
15014,43,2,260.17,3
15016,173,1,170.04,2
15017,34,1,125.58,2
15018,39,3,456.26,3
15019,267,1,266.0,2
15021,9,9,1914.82,1
15022,12,3,865.09,3
15023,3,11,6493.91,1
15024,10,10,1661.33,1
15025,33,1,377.01,3
15026,80,3,464.2,0
15027,31,4,1066.1499999999999,0
15028,8,4,627.13,3
15030,72,2,518.28,2
15031,4,4,668.14,3
15032,256,3,4959.1,0
15033,5,10,2583.37,1
15034,16,8,4308.61,1
15035,90,1,252.73000000000002,2
15036,72,3,465.55,0
15038,59,6,705.49,0
15039,10,47,19914.44,1
15041,170,1,180.35,2
15042,199,1,135.93,2
15043,31,1,537.0,3
15044,19,17,7700.2300000000005,1
15045,152,2,735.66,2
15046,9,15,5158.87,1
15047,270,1,343.62,2
15048,65,4,384.05,0
15049,274,1,121.17000000000002,2
15050,25,3,1782.09,0
15051,23,3,1391.61,0
15052,319,1,135.88,2
15053,5,3,697.79,3
15054,12,2,302.1,3
15057,275,2,1489.5,0
15058,25,11,2124.9900000000002,1
15059,41,9,1337.72,0
15060,8,4,301.84,3
15061,4,48,54534.14,1
15062,71,4,987.86,0
15063,213,1,370.79999999999995,2
15065,38,4,2868.18,0
15066,53,1,893.59,3
15067,78,3,1744.76,0
15068,46,2,553.36,3
15069,179,1,1109.53,2
15070,373,1,106.2,2
15071,94,2,982.07,0
15073,10,3,1043.41,3
15074,105,1,748.87,2
15075,78,1,773.03,2
15076,173,1,844.9,2
15078,7,32,9743.11,1
15079,213,3,773.76,0
15081,22,5,504.8,0
15083,257,1,88.2,2
15087,282,1,306.94,2
15088,21,2,1075.07,3
15089,10,6,2420.84,1
15090,308,1,381.32,2
15091,68,1,480.71,2
15092,215,2,457.81,2
15093,18,6,4597.02,1
15095,104,4,1370.6,0
15096,43,1,219.39000000000001,2
15097,4,1,248.08,3
15098,182,1,297.0,2
15099,84,1,410.48,2
15100,334,3,876.0,2
15101,9,2,317.53,3
15103,31,2,618.36,3
15104,197,2,1027.44,2
15105,18,7,2298.93,1
15106,18,5,1422.52,0
15107,311,6,319.5,2
